"Hot Spots - Method","Self time [%]","Self time","Invocations"
"com.google.common.collect.Iterables$IterableWithToString.<init>()","5.9086702E-5","1.194 ms","12242"
"org.apache.cassandra.service.GCInspector$1.run()","5.8740297E-5","1.187 ms","792"
"com.google.common.collect.RegularImmutableList.iterator()","5.7453653E-5","1.161 ms","1750"
"org.apache.cassandra.config.Schema.getTableInstance(String)","5.7354682E-5","1.159 ms","3530"
"cc.spray.utils.EventHandlerLog$$anonfun$error$2.apply()","5.705776E-5","1.153 ms","14"
"org.eclipse.jetty.io.ByteArrayBuffer.space()","5.685982E-5","1.149 ms","3099"
"org.apache.cassandra.db.Table.open(String, org.apache.cassandra.config.Schema)","5.626598E-5","1.137 ms","3530"
"org.cliffc.high_scale_lib.ConcurrentAutoTable$CAT.sum(long)","5.5919576E-5","1.13 ms","1749"
"me.prettyprint.cassandra.model.AbstractBasicQuery.setColumnFamily(String)","5.3791664E-5","1.087 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap$2.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","5.3247313E-5","1.076 ms","3515"
"org.cliffc.high_scale_lib.NonBlockingHashMap.values()","5.2356558E-5","1.058 ms","883"
"org.cliffc.high_scale_lib.NonBlockingHashMap.access$700(Object[])","5.136683E-5","1.038 ms","2831"
"com.google.common.collect.UnmodifiableIterator.<init>()","5.0278133E-5","1.016 ms","12242"
"cc.spray.utils.EventHandlerLog$$anonfun$error$1.apply()","4.993173E-5","1.009 ms","7"
"com.google.common.collect.Iterators$12.<init>(int, Object[], int)","4.923892E-5","0.995 ms","1750"
"com.google.common.base.Preconditions.checkPositionIndex(int, int)","4.8892514E-5","0.988 ms","1750"
"com.google.common.collect.UnmodifiableListIterator.<init>()","4.8051246E-5","0.971 ms","1750"
"org.apache.cassandra.db.Table.open(String)","4.7259466E-5","0.955 ms","3530"
"org.cliffc.high_scale_lib.NonBlockingHashMap$1.iterator()","4.720998E-5","0.954 ms","883"
"com.google.common.collect.ImmutableList.<init>()","4.6863574E-5","0.947 ms","1750"
"org.apache.cassandra.config.DatabaseDescriptor.getFlushQueueSize()","4.6418198E-5","0.938 ms","8741"
"org.eclipse.jetty.util.Scanner$1.run()","4.5873847E-5","0.927 ms","296"
"com.google.common.collect.Iterators$1.hasNext()","4.557693E-5","0.921 ms","13117"
"com.google.common.collect.RegularImmutableList.<init>(Object[], int, int)","4.3894393E-5","0.887 ms","1750"
"org.eclipse.jetty.io.nio.ChannelEndPoint.flush(org.eclipse.jetty.io.Buffer)","4.137059E-5","0.836 ms","9"
"org.apache.cassandra.gms.HeartBeatState.updateHeartBeat()","3.9836512E-5","0.805 ms","883"
"com.google.common.collect.RegularImmutableList.iterator()","3.929216E-5","0.794 ms","1750"
"com.google.common.collect.AbstractIndexedListIterator.<init>(int)","3.77086E-5","0.762 ms","1750"
"org.eclipse.jetty.io.View.<init>(org.eclipse.jetty.io.Buffer, int, int, int, int)","3.7411683E-5","0.756 ms","448"
"com.google.common.collect.ImmutableCollection.<init>()","3.6421956E-5","0.736 ms","1750"
"org.apache.cassandra.gms.Gossiper.access$100(org.apache.cassandra.gms.Gossiper, java.util.List)","3.6026064E-5","0.728 ms","883"
"org.eclipse.jetty.util.Scanner.reportScanEnd(int)","3.498685E-5","0.707 ms","296"
"org.apache.cassandra.service.StorageService.getLoad()","3.3848664E-5","0.684 ms","15"
"org.eclipse.jetty.server.HttpInput.<init>(org.eclipse.jetty.server.HttpConnection)","3.2908425E-5","0.665 ms","455"
"org.apache.cassandra.gms.Gossiper.doGossipToSeed(org.apache.cassandra.net.MessageProducer)","3.2759963E-5","0.662 ms","882"
"me.prettyprint.cassandra.connection.CassandraHostRetryService$RetryRunner.run()","3.2611504E-5","0.659 ms","98"
"akka.event.EventHandler$$anonfun$error$3.apply()","3.211664E-5","0.649 ms","22"
"me.prettyprint.cassandra.connection.CassandraHostRetryService$RetryRunner.run()","3.132486E-5","0.633 ms","98"
"org.apache.cassandra.db.Table$2.<init>()","2.9790783E-5","0.602 ms","1750"
"org.apache.cassandra.service.GCInspector.access$000(org.apache.cassandra.service.GCInspector)","2.9048488E-5","0.587 ms","792"
"org.slf4j.impl.Log4jLoggerAdapter.debug(String)","2.8900029E-5","0.584 ms","811"
"org.cliffc.high_scale_lib.NonBlockingHashMap.entrySet()","2.8850543E-5","0.583 ms","183"
"cc.spray.utils.EventHandlerLog$$anonfun$warn$1.apply()","2.8652597E-5","0.579 ms","8"
"org.apache.cassandra.net.MessagingService.instance()","2.8553624E-5","0.577 ms","883"
"org.eclipse.jetty.io.View$CaseInsensitive.<init>(org.eclipse.jetty.io.Buffer)","2.8553624E-5","0.577 ms","940"
"com.google.common.collect.Iterators$12.get(int)","2.8256707E-5","0.571 ms","3499"
"com.google.common.collect.EmptyImmutableSet.iterator()","2.8157734E-5","0.569 ms","2625"
"com.google.common.base.Preconditions.checkPositionIndexes(int, int, int)","2.7563898E-5","0.557 ms","1750"
"com.google.common.collect.EmptyImmutableSet.iterator()","2.7464925E-5","0.555 ms","2625"
"com.google.common.collect.Iterators$8.<init>(java.util.Iterator, com.google.common.base.Function)","2.672263E-5","0.54 ms","1750"
"org.cliffc.high_scale_lib.NonBlockingHashMap$1.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","2.642571E-5","0.534 ms","883"
"org.apache.cassandra.gms.Gossiper.access$000()","2.6277252E-5","0.531 ms","1765"
"org.apache.cassandra.gms.Gossiper.access$200(org.apache.cassandra.gms.Gossiper, org.apache.cassandra.net.MessageProducer)","2.5732903E-5","0.52 ms","882"
"org.apache.cassandra.gms.Gossiper.access$300(org.apache.cassandra.gms.Gossiper, org.apache.cassandra.net.MessageProducer)","2.5040094E-5","0.506 ms","882"
"com.google.common.base.Preconditions.checkArgument(boolean)","2.4050367E-5","0.486 ms","1750"
"org.apache.cassandra.gms.GossipDigest.<init>(java.net.InetAddress, int, int)","2.385242E-5","0.482 ms","882"
"org.apache.cassandra.gms.Gossiper.access$700(org.apache.cassandra.gms.Gossiper)","2.3753448E-5","0.48 ms","882"
"org.apache.cassandra.utils.FBUtilities.getBroadcastAddress()","2.2070912E-5","0.446 ms","1795"
"org.apache.log4j.Category.log(String, org.apache.log4j.Priority, Object, Throwable)","2.1773994E-5","0.44 ms","98"
"me.prettyprint.cassandra.connection.CassandraHostRetryService$RetryRunner.run()","2.1526563E-5","0.435 ms","98"
"org.slf4j.impl.Log4jLoggerAdapter.trace(String, Object, Object)","2.1180158E-5","0.428 ms","874"
"org.eclipse.jetty.server.session.HashSessionManager.scavenge()","2.0784268E-5","0.42 ms","30"
"com.google.common.collect.ImmutableList.checkElementNotNull(Object, int)","2.0536836E-5","0.415 ms","3500"
"org.apache.cassandra.gms.VersionedValue$VersionedValueFactory.load(double)","2.033889E-5","0.411 ms","15"
"org.apache.cassandra.gms.Gossiper.access$600(org.apache.cassandra.gms.Gossiper, org.apache.cassandra.net.MessageProducer)","2.0091458E-5","0.406 ms","882"
"org.cliffc.high_scale_lib.NonBlockingHashMap$3.iterator()","1.9448136E-5","0.393 ms","183"
"org.apache.log4j.Category.log(String, org.apache.log4j.Priority, Object, Throwable)","1.9349163E-5","0.391 ms","98"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotE.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","1.8013032E-5","0.364 ms","183"
"org.eclipse.jetty.server.AsyncContinuation.expired()","1.7914059E-5","0.362 ms","8"
"org.apache.cassandra.utils.SimpleCondition.await()","1.7666627E-5","0.357 ms","883"
"org.apache.log4j.spi.LoggingEvent.<init>(String, org.apache.log4j.Category, org.apache.log4j.Priority, Object, Throwable)","1.5934605E-5","0.322 ms","98"
"org.apache.cassandra.gms.Gossiper$GossipTask$1.<init>(org.apache.cassandra.gms.Gossiper.GossipTask, java.util.List)","1.5291282E-5","0.309 ms","882"
"cc.spray.connectors.ConnectorServlet.requestString(javax.servlet.http.HttpServletRequest)","1.4548988E-5","0.294 ms","22"
"com.google.common.base.Preconditions.checkPositionIndex(int, int, String)","1.3905665E-5","0.281 ms","1750"
"org.apache.log4j.Category.forcedLog(String, org.apache.log4j.Priority, Object, Throwable)","1.3757205E-5","0.278 ms","98"
"org.eclipse.jetty.io.nio.ChannelEndPoint.isBufferingInput()","1.36087465E-5","0.275 ms","2651"
"org.eclipse.jetty.server.HttpOutput.<init>(org.eclipse.jetty.server.HttpConnection)","1.3311828E-5","0.269 ms","92"
"org.apache.cassandra.net.MessagingService$1.run()","1.153032E-5","0.233 ms","168"
"org.cliffc.high_scale_lib.NonBlockingHashMap$3.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","1.1480834E-5","0.232 ms","183"
"org.apache.log4j.spi.LoggingEvent.<init>(String, org.apache.log4j.Category, org.apache.log4j.Priority, Object, Throwable)","1.1282888E-5","0.228 ms","98"
"org.apache.log4j.Category.callAppenders(org.apache.log4j.spi.LoggingEvent)","1.1134429E-5","0.225 ms","98"
"org.eclipse.jetty.server.Response.reset()","1.0936484E-5","0.221 ms","2"
"org.apache.cassandra.service.LoadBroadcaster$1.run()","1.0936484E-5","0.221 ms","15"
"org.cliffc.high_scale_lib.NonBlockingHashMap.putIfMatch(org.cliffc.high_scale_lib.NonBlockingHashMap, Object[], Object, Object, Object)","1.044162E-5","0.211 ms","15"
"org.apache.cassandra.gms.Gossiper.addLocalApplicationState(org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","1.0095216E-5","0.204 ms","15"
"org.apache.cassandra.service.LoadBroadcaster.onChange(java.net.InetAddress, org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","1.0095216E-5","0.204 ms","15"
"cc.spray.utils.EventHandlerLog$$anonfun$error$1.apply()","9.699324E-6","0.196 ms","8"
"com.github.siasia.LoggerBase$$anonfun$warn$4.<init>(com.github.siasia.LoggerBase, String, scala.collection.Seq)","9.550866E-6","0.193 ms","2"
"org.apache.cassandra.gms.Gossiper.doNotifications(java.net.InetAddress, org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","9.451893E-6","0.191 ms","15"
"org.apache.log4j.Category.forcedLog(String, org.apache.log4j.Priority, Object, Throwable)","9.105489E-6","0.184 ms","98"
"org.apache.log4j.Category.callAppenders(org.apache.log4j.spi.LoggingEvent)","8.808571E-6","0.178 ms","98"
"akka.event.EventHandler$$anonfun$error$3.apply()","8.41268E-6","0.17 ms","21"
"org.eclipse.jetty.server.CookieCutter.<init>()","8.264221E-6","0.167 ms","453"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotE.hasNext()","7.719871E-6","0.156 ms","182"
"org.apache.cassandra.net.MessagingService.access$100(org.apache.cassandra.net.MessagingService)","7.32398E-6","0.148 ms","168"
"org.slf4j.impl.Log4jLoggerAdapter.debug(String)","7.2250073E-6","0.146 ms","98"
"org.eclipse.jetty.server.session.HashSessionManager$2.run()","7.1755208E-6","0.145 ms","30"
"org.eclipse.jetty.server.HttpConnection$Output.<init>(org.eclipse.jetty.server.HttpConnection)","7.0270617E-6","0.142 ms","92"
"org.slf4j.impl.Log4jLoggerAdapter.debug(String)","5.9878485E-6","0.121 ms","98"
"org.apache.cassandra.db.ColumnFamilyStore.getLiveDiskSpaceUsed()","5.394012E-6","0.109 ms","150"
"org.cliffc.high_scale_lib.NonBlockingHashMap.putIfMatch(Object, Object, Object)","5.1465804E-6","0.104 ms","15"
"cc.spray.http.HttpResponse$.apply(cc.spray.http.StatusCode, scala.collection.immutable.List, String)","4.9486353E-6","0.1 ms","6"
"cc.spray.utils.EventHandlerLog.error(String, scala.Function0, scala.Function0)","4.8991487E-6","0.099 ms","14"
"cc.spray.http.HttpContent$.apply(String)","4.701203E-6","0.095 ms","6"
"cc.spray.connectors.Servlet30ConnectorServlet$$anon$1.onTimeout(javax.servlet.AsyncEvent)","4.701203E-6","0.095 ms","8"
"org.apache.cassandra.locator.DynamicEndpointSnitch$2.run()","4.651717E-6","0.094 ms","1"
"akka.event.EventHandler$.error(Object, scala.Function0)","4.354799E-6","0.088 ms","17"
"cc.spray.RootService.timeoutResponse(cc.spray.http.HttpRequest)","4.354799E-6","0.088 ms","6"
"akka.event.EventHandler$Error.<init>(Throwable, Object, Object)","4.3053124E-6","0.087 ms","22"
"org.apache.log4j.Hierarchy.emitNoAppenderWarning(org.apache.log4j.Category)","4.0578807E-6","0.082 ms","98"
"org.cliffc.high_scale_lib.NonBlockingHashMap.CAS_val(Object[], int, Object, Object)","3.8599355E-6","0.078 ms","15"
"org.apache.cassandra.io.sstable.SSTableDeletingTask.rescheduleFailedTasks()","3.66199E-6","0.074 ms","2"
"org.apache.cassandra.db.DataTracker.getLiveSize()","3.4640445E-6","0.07 ms","150"
"org.apache.cassandra.locator.DynamicEndpointSnitch.reset()","3.4145583E-6","0.069 ms","1"
"org.apache.log4j.Category.getEffectiveLevel()","3.3155854E-6","0.067 ms","98"
"me.prettyprint.cassandra.connection.CassandraHostRetryService.access$200()","3.3155854E-6","0.067 ms","98"
"org.eclipse.jetty.io.EofException.<init>()","3.2166129E-6","0.065 ms","5"
"org.eclipse.jetty.server.AsyncContinuation.getStatusString()","3.2166129E-6","0.065 ms","6"
"me.prettyprint.cassandra.connection.CassandraHostRetryService.access$200()","3.1671264E-6","0.064 ms","98"
"org.apache.log4j.Category.getEffectiveLevel()","3.1671264E-6","0.064 ms","98"
"org.eclipse.jetty.server.AsyncContinuation$AsyncTimeout.run()","3.11764E-6","0.063 ms","8"
"org.apache.log4j.Hierarchy.isDisabled(int)","3.0186675E-6","0.061 ms","98"
"cc.spray.http.ContentType.gd2$1(cc.spray.http.HttpCharset)","2.969181E-6","0.06 ms","6"
"akka.event.EventHandler$$anonfun$warning$1.apply()","2.8702084E-6","0.058 ms","8"
"me.prettyprint.cassandra.connection.CassandraHostRetryService.access$200()","2.820722E-6","0.057 ms","98"
"org.eclipse.jetty.io.EofException.<init>(Throwable)","2.7712356E-6","0.056 ms","6"
"cc.spray.utils.EventHandlerLog$$anonfun$error$2.<init>(cc.spray.utils.EventHandlerLog, String, scala.Function0, scala.Function0)","2.7217493E-6","0.055 ms","14"
"scala.collection.immutable.StringLike$$anonfun$format$1.apply(Object)","2.672263E-6","0.054 ms","116"
"cc.spray.http.ContentType$.apply(cc.spray.http.MediaType, cc.spray.http.HttpCharset)","2.5732902E-6","0.052 ms","6"
"scala.collection.immutable.StringLike$class.scala$collection$immutable$StringLike$$unwrapArg(scala.collection.immutable.StringLike, Object)","2.424831E-6","0.049 ms","116"
"cc.spray.utils.EventHandlerLog$$anonfun$error$2.apply()","2.3753448E-6","0.048 ms","14"
"org.apache.cassandra.gms.EndpointState.addApplicationState(org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","2.3753448E-6","0.048 ms","15"
"cc.spray.http.HttpResponse$.apply(cc.spray.http.StatusCode, String)","2.3753448E-6","0.048 ms","6"
"org.eclipse.jetty.http.HttpException.<init>(int)","2.3258585E-6","0.047 ms","2"
"akka.event.EventHandler$EventHandlerException.<init>(String)","2.3258585E-6","0.047 ms","21"
"com.github.siasia.LoggerBase.warn(String, scala.collection.Seq)","2.2763722E-6","0.046 ms","2"
"org.apache.cassandra.gms.VersionedValue.<init>(String)","2.2763722E-6","0.046 ms","15"
"org.eclipse.jetty.io.BufferUtil.putDecLong(org.eclipse.jetty.io.Buffer, long)","2.2268857E-6","0.045 ms","8"
"org.cliffc.high_scale_lib.NonBlockingHashMap.put(Object, Object)","2.2268857E-6","0.045 ms","15"
"org.apache.log4j.Hierarchy.isDisabled(int)","2.1773994E-6","0.044 ms","98"
"cc.spray.connectors.ConnectorServlet$$anonfun$4.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletRequest, javax.servlet.http.HttpServletResponse, scala.Function0, java.util.concurrent.CountDownLatch)","2.0784266E-6","0.042 ms","8"
"scala.runtime.AbstractFunction0$mcV$sp.<init>()","2.0289403E-6","0.041 ms","8"
"org.apache.cassandra.service.StorageService.onChange(java.net.InetAddress, org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","1.979454E-6","0.04 ms","15"
"cc.spray.connectors.Servlet30ConnectorServlet$$anon$1$$anonfun$onTimeout$1.<init>(cc.spray.connectors.Servlet30ConnectorServlet..anon.1)","1.9299678E-6","0.039 ms","8"
"akka.event.EventHandler$Warning.<init>(Object, Object)","1.8804814E-6","0.038 ms","8"
"akka.event.EventHandler$.warning(Object, scala.Function0)","1.7815087E-6","0.036 ms","8"
"org.apache.cassandra.gms.VersionedValue.<init>(String, org.apache.cassandra.gms.VersionedValue.1)","1.7815087E-6","0.036 ms","15"
"org.apache.log4j.Priority.isGreaterOrEqual(org.apache.log4j.Priority)","1.7815087E-6","0.036 ms","98"
"org.apache.log4j.Hierarchy.emitNoAppenderWarning(org.apache.log4j.Category)","1.7320223E-6","0.035 ms","98"
"org.apache.cassandra.locator.DynamicEndpointSnitch.access$100(org.apache.cassandra.locator.DynamicEndpointSnitch)","1.682536E-6","0.034 ms","1"
"cc.spray.connectors.ConnectorServlet$$anonfun$handleTimeout$1$$anonfun$apply$5.apply()","1.6330496E-6","0.033 ms","8"
"sbt.Logger$class.warn(sbt.Logger, scala.Function0)","1.6330496E-6","0.033 ms","2"
"org.apache.cassandra.locator.AdaptiveLatencyTracker.clear()","1.6330496E-6","0.033 ms","1"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.flush(org.eclipse.jetty.io.Buffer)","1.4845905E-6","0.03 ms","9"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1$$anonfun$apply$1.apply()","1.4845905E-6","0.03 ms","6"
"org.eclipse.jetty.server.Response.resetBuffer()","1.4351042E-6","0.029 ms","4"
"org.apache.log4j.Priority.isGreaterOrEqual(org.apache.log4j.Priority)","1.3856178E-6","0.028 ms","98"
"akka.event.EventHandler$$anonfun$warning$1.apply()","1.2866451E-6","0.026 ms","8"
"org.eclipse.jetty.util.component.AbstractLifeCycle.isStopping()","1.2866451E-6","0.026 ms","30"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1$$anonfun$apply$1.apply()","1.2371588E-6","0.025 ms","6"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$3.apply()","1.2371588E-6","0.025 ms","8"
"org.apache.cassandra.gms.VersionedValue.<init>(String, int)","1.2371588E-6","0.025 ms","15"
"org.cliffc.high_scale_lib.NonBlockingHashMap.rawIndex(Object[], int)","1.2371588E-6","0.025 ms","15"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$3.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletRequest)","1.1381861E-6","0.023 ms","8"
"cc.spray.connectors.ConnectorServlet.log()","1.1381861E-6","0.023 ms","25"
"cc.spray.connectors.Servlet30ConnectorServlet$$anonfun$responder$1$$anonfun$apply$1.apply()","1.1381861E-6","0.023 ms","8"
"akka.event.EventHandler$$anonfun$error$3.<init>(Object, scala.Function0)","1.1381861E-6","0.023 ms","17"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1$$anonfun$apply$1.<init>(cc.spray.connectors.ConnectorServlet..anonfun.responderFor.1)","1.1381861E-6","0.023 ms","6"
"org.apache.cassandra.service.MigrationManager.onChange(java.net.InetAddress, org.apache.cassandra.gms.ApplicationState, org.apache.cassandra.gms.VersionedValue)","1.1381861E-6","0.023 ms","15"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$3.apply()","1.0886997E-6","0.022 ms","8"
"sbt.AbstractLogger$$anonfun$log$3.apply()","1.0886997E-6","0.022 ms","11"
"akka.event.EventHandler$$anonfun$warning$1.<init>(Object, scala.Function0)","1.0392133E-6","0.021 ms","8"
"com.github.siasia.LoggerBase$$anonfun$warn$4.apply()","1.0392133E-6","0.021 ms","2"
"org.apache.cassandra.service.LoadBroadcaster.access$000()","9.89727E-7","0.02 ms","30"
"com.github.siasia.LoggerBase$$anonfun$warn$4.apply()","9.402407E-7","0.019 ms","2"
"cc.spray.connectors.Servlet30ConnectorServlet$$anonfun$responder$1$$anonfun$apply$1.apply()","8.9075434E-7","0.018 ms","8"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1$$anonfun$apply$2.<init>(cc.spray.connectors.ConnectorServlet..anonfun.responderFor.1, IllegalStateException)","8.9075434E-7","0.018 ms","6"
"com.github.siasia.Jetty7Runner$DelegatingLogger.warn(String, Object[])","8.9075434E-7","0.018 ms","2"
"sbt.AbstractLogger.warn(scala.Function0)","8.9075434E-7","0.018 ms","2"
"cc.spray.utils.EventHandlerLog$$anonfun$warn$1.apply()","8.41268E-7","0.017 ms","8"
"org.apache.cassandra.config.DatabaseDescriptor.getReduceCacheSizesAt()","8.41268E-7","0.017 ms","2"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$4.<init>(cc.spray.connectors.ConnectorServlet, java.io.IOException)","8.41268E-7","0.017 ms","8"
"org.eclipse.jetty.io.AbstractConnection.idleExpired()","7.4229524E-7","0.015 ms","1"
"java.nio.DirectByteBuffer$Deallocator.run()","7.4229524E-7","0.015 ms","3"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.idleExpired()","7.4229524E-7","0.015 ms","1"
"org.eclipse.jetty.http.HttpException.toString()","7.4229524E-7","0.015 ms","2"
"cc.spray.connectors.ConnectorServlet$$anonfun$handleTimeout$1.<init>(cc.spray.connectors.ConnectorServlet, java.util.concurrent.CountDownLatch)","6.928089E-7","0.014 ms","8"
"sbt.AbstractLogger$$anonfun$log$3.apply()","6.928089E-7","0.014 ms","11"
"cc.spray.connectors.ConnectorServlet$$anonfun$handleTimeout$1$$anonfun$apply$5.apply()","6.4332255E-7","0.013 ms","6"
"org.eclipse.jetty.http.AbstractGenerator.resetBuffer()","6.4332255E-7","0.013 ms","4"
"org.eclipse.jetty.http.HttpFields.put(org.eclipse.jetty.io.Buffer, String)","5.4434986E-7","0.011 ms","2"
"akka.AkkaException$.init$default$2()","4.948635E-7","0.01 ms","21"
"org.eclipse.jetty.http.HttpFields.getStringField(org.eclipse.jetty.io.Buffer)","4.948635E-7","0.01 ms","2"
"akka.event.EventHandler$EventHandlerException$.init$default$1()","4.4537717E-7","0.0090 ms","21"
"com.github.siasia.LoggerBase$$anonfun$ignore$1.apply()","3.958908E-7","0.0080 ms","6"
"org.eclipse.jetty.server.Response.fwdReset()","3.958908E-7","0.0080 ms","2"
"org.eclipse.jetty.io.ByteArrayBuffer.equals(Object)","3.4640445E-7","0.0070 ms","2"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$4.apply()","3.4640445E-7","0.0070 ms","8"
"com.github.siasia.LoggerBase$$anonfun$debug$6.apply()","2.4743176E-7","0.0050 ms","5"
"org.apache.cassandra.config.DatabaseDescriptor.getFlushLargestMemtablesAt()","1.979454E-7","0.0040 ms","2"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1$$anonfun$apply$2.apply()","1.979454E-7","0.0040 ms","6"
"cc.spray.http.HttpCharset.equals(Object)","1.4845905E-7","0.0030 ms","6"
"org.eclipse.jetty.util.component.AbstractLifeCycle.isStopped()","1.4845905E-7","0.0030 ms","30"
"cc.spray.http.MediaTypes$TextMediaType.isText()","9.89727E-8","0.0020 ms","6"
"akka.dispatch.ExecutorBasedEventDrivenDispatcher.reRegisterForExecution(akka.dispatch.MessageQueue)","9.89727E-8","0.0020 ms","4"
